producto;color;msg
262-JITTA;CHOCO M;Emisor 2020 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;Receptor 803 sin posibilidad de enviarle stock
262-JITTA;CHOCO M;6.0 productes de 832 a 801
262-JITTA;CHOCO M;Emisor 832 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;5.0 productes de 2094 a 801
262-JITTA;CHOCO M;Emisor 2094 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;5.0 productes de 2020 a 801
262-JITTA;CHOCO M;Emisor 2020 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;Receptor 801 sin posibilidad de enviarle stock
262-JITTA;CHOCO M;6.0 productes de 832 a 869
262-JITTA;CHOCO M;Emisor 832 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;5.0 productes de 2094 a 869
262-JITTA;CHOCO M;Emisor 2094 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;5.0 productes de 2020 a 869
262-JITTA;CHOCO M;Emisor 2020 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;Receptor 869 sin posibilidad de enviarle stock
262-JITTA;CHOCO M;6.0 productes de 832 a 840
262-JITTA;CHOCO M;Emisor 832 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;5.0 productes de 2094 a 840
262-JITTA;CHOCO M;Emisor 2094 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;5.0 productes de 2020 a 840
262-JITTA;CHOCO M;Emisor 2020 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;Receptor 840 sin posibilidad de enviarle stock
262-JITTA;CHOCO M;6.0 productes de 832 a 845
262-JITTA;CHOCO M;Emisor 832 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;5.0 productes de 2094 a 845
262-JITTA;CHOCO M;Emisor 2094 acceptat
262-JITTA;CHOCO M;Cobertura máxima assolida per receptor 845
262-JITTA;CHOCO M;6.0 productes de 832 a 857
262-JITTA;CHOCO M;Emisor 832 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;5.0 productes de 2020 a 857
262-JITTA;CHOCO M;Emisor 2020 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;0.0 productes de 2094 a 857
262-JITTA;CHOCO M;Receptor 857 sin posibilidad de enviarle stock
262-JITTA;CHOCO M;6.0 productes de 832 a 805
262-JITTA;CHOCO M;Emisor 832 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;0.0 productes de 2094 a 805
262-JITTA;CHOCO M;5.0 productes de 2020 a 805
262-JITTA;CHOCO M;Emisor 2020 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;Receptor 805 sin posibilidad de enviarle stock
262-JITTA;CHOCO M;6.0 productes de 832 a 1782
262-JITTA;CHOCO M;Emisor 832 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;0.0 productes de 2094 a 1782
262-JITTA;CHOCO M;5.0 productes de 2020 a 1782
262-JITTA;CHOCO M;Emisor 2020 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;Receptor 1782 sin posibilidad de enviarle stock
262-JITTA;CHOCO M;6.0 productes de 832 a 806
262-JITTA;CHOCO M;Emisor 832 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;0.0 productes de 2094 a 806
262-JITTA;CHOCO M;5.0 productes de 2020 a 806
262-JITTA;CHOCO M;Emisor 2020 rebutjat. Supera cobertura máxima
262-JITTA;CHOCO M;Receptor 806 sin posibilidad de enviarle stock
262-DMARTEL;CORDE M;INICIO EVALUACIÓN
262-DMARTEL;CORDE M;32 pares generados
262-DMARTEL;CORDE M;4.0 productes de 1782 a 869
262-DMARTEL;CORDE M;Emisor 1782 acceptat
262-DMARTEL;CORDE M;Cobertura máxima assolida per receptor 869
262-DMARTEL;CORDE M;4.0 productes de 805 a 832
262-DMARTEL;CORDE M;Emisor 805 acceptat
262-DMARTEL;CORDE M;4.0 productes de 801 a 832
262-DMARTEL;CORDE M;Emisor 801 rebutjat. Supera cobertura máxima
262-DMARTEL;CORDE M;0.0 productes de 1782 a 832
262-DMARTEL;CORDE M;4.0 productes de 2094 a 832
262-DMARTEL;CORDE M;Emisor 2094 rebutjat. Supera cobertura máxima
262-DMARTEL;CORDE M;0.0 productes de 805 a 806
262-DMARTEL;CORDE M;4.0 productes de 801 a 806
262-DMARTEL;CORDE M;Emisor 801 acceptat
262-DMARTEL;CORDE M;Cobertura máxima assolida per receptor 806
262-DMARTEL;CORDE M;4.0 productes de 2094 a 845
262-DMARTEL;CORDE M;Emisor 2094 acceptat
262-DMARTEL;CORDE M;0.0 productes de 801 a 845
262-DMARTEL;CORDE M;0.0 productes de 805 a 845
262-DMARTEL;CORDE M;0.0 productes de 1782 a 845
262-DMARTEL;CORDE M;0.0 productes de 1782 a 803
262-DMARTEL;CORDE M;0.0 productes de 805 a 803
262-DMARTEL;CORDE M;0.0 productes de 801 a 803
262-DMARTEL;CORDE M;0.0 productes de 2094 a 803
262-DMARTEL;CORDE M;Receptor 803 sin posibilidad de enviarle stock
262-DMARTEL;CORDE M;0.0 productes de 805 a 857
262-DMARTEL;CORDE M;0.0 productes de 801 a 857
262-DMARTEL;CORDE M;0.0 productes de 2094 a 857
262-DMARTEL;CORDE M;0.0 productes de 1782 a 857
262-DMARTEL;CORDE M;Receptor 857 sin posibilidad de enviarle stock
262-DMARTEL;CORDE M;0.0 productes de 2094 a 840
262-DMARTEL;CORDE M;0.0 productes de 801 a 840
262-DMARTEL;CORDE M;0.0 productes de 805 a 840
262-DMARTEL;CORDE M;0.0 productes de 1782 a 840
262-DMARTEL;CORDE M;Receptor 840 sin posibilidad de enviarle stock
262-DMARTEL;CORDE M;0.0 productes de 805 a 2020
262-DMARTEL;CORDE M;0.0 productes de 801 a 2020
262-DMARTEL;CORDE M;0.0 productes de 2094 a 2020
262-DMARTEL;CORDE M;0.0 productes de 1782 a 2020
262-DMARTEL;CORDE M;Receptor 2020 sin posibilidad de enviarle stock
262-PRIL.F;MULTICO;INICIO EVALUACIÓN
262-PRIL.F;MULTICO;36 pares generados
262-PRIL.F;MULTICO;6.0 productes de 845 a 806
262-PRIL.F;MULTICO;Emisor 845 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;6.0 productes de 857 a 806
262-PRIL.F;MULTICO;Emisor 857 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 801 a 806
262-PRIL.F;MULTICO;Emisor 801 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 840 a 806
262-PRIL.F;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 2094 a 806
262-PRIL.F;MULTICO;Emisor 2094 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 2020 a 806
262-PRIL.F;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;Receptor 806 sin posibilidad de enviarle stock
262-PRIL.F;MULTICO;6.0 productes de 845 a 832
262-PRIL.F;MULTICO;Emisor 845 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;6.0 productes de 857 a 832
262-PRIL.F;MULTICO;Emisor 857 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 801 a 832
262-PRIL.F;MULTICO;Emisor 801 acceptat
262-PRIL.F;MULTICO;Cobertura máxima assolida per receptor 832
262-PRIL.F;MULTICO;6.0 productes de 845 a 805
262-PRIL.F;MULTICO;Emisor 845 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;6.0 productes de 857 a 805
262-PRIL.F;MULTICO;Emisor 857 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;0.0 productes de 801 a 805
262-PRIL.F;MULTICO;5.0 productes de 840 a 805
262-PRIL.F;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 2094 a 805
262-PRIL.F;MULTICO;Emisor 2094 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 2020 a 805
262-PRIL.F;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;Receptor 805 sin posibilidad de enviarle stock
262-PRIL.F;MULTICO;6.0 productes de 845 a 1782
262-PRIL.F;MULTICO;Emisor 845 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;6.0 productes de 857 a 1782
262-PRIL.F;MULTICO;Emisor 857 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;0.0 productes de 801 a 1782
262-PRIL.F;MULTICO;5.0 productes de 2094 a 1782
262-PRIL.F;MULTICO;Emisor 2094 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 840 a 1782
262-PRIL.F;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 2020 a 1782
262-PRIL.F;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;Receptor 1782 sin posibilidad de enviarle stock
262-PRIL.F;MULTICO;6.0 productes de 845 a 869
262-PRIL.F;MULTICO;Emisor 845 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;6.0 productes de 857 a 869
262-PRIL.F;MULTICO;Emisor 857 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;0.0 productes de 801 a 869
262-PRIL.F;MULTICO;5.0 productes de 840 a 869
262-PRIL.F;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 2094 a 869
262-PRIL.F;MULTICO;Emisor 2094 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 2020 a 869
262-PRIL.F;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;Receptor 869 sin posibilidad de enviarle stock
262-PRIL.F;MULTICO;6.0 productes de 845 a 803
262-PRIL.F;MULTICO;Emisor 845 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;6.0 productes de 857 a 803
262-PRIL.F;MULTICO;Emisor 857 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;0.0 productes de 801 a 803
262-PRIL.F;MULTICO;5.0 productes de 840 a 803
262-PRIL.F;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 2094 a 803
262-PRIL.F;MULTICO;Emisor 2094 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;5.0 productes de 2020 a 803
262-PRIL.F;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
262-PRIL.F;MULTICO;Receptor 803 sin posibilidad de enviarle stock
